testament,strongs,default_rendering,occurrences,lsg_contains_default,agreement
OT,H1146,bâtiment,7,6,0.857
OT,H1165,bétail,7,6,0.857
OT,H1614,soufre,7,6,0.857
OT,H1736,mandragore,7,6,0.857
OT,H1787,Dischon,7,6,0.857
OT,H185,désir,7,6,0.857
OT,H2239,empan,7,6,0.857
OT,H2341,Havila,7,6,0.857
OT,H3367,gloire,7,6,0.857
OT,H3672,Kinnéreth,7,6,0.857
OT,H4024,Migdol,7,6,0.857
OT,H5959,jeune fille,7,6,0.857
OT,H6781,bracelet,7,6,0.857
OT,H682,Atsel,7,6,0.857
OT,H7776,renard,7,6,0.857
OT,H8289,Saron,7,6,0.857
OT,H8590,Thaanac,7,6,0.857
OT,H3519,gloire,200,172,0.860
OT,H3824,cœur,251,216,0.861
OT,H214,trésor,79,68,0.861
OT,H8398,monde,36,31,0.861
OT,H2975,fleuve,65,56,0.862
OT,H7381,odeur,58,50,0.862
OT,H7151,ville,29,25,0.862
NT,G2590,fruit,66,57,0.864
NT,G4149,richesse,22,19,0.864
NT,G908,baptême,22,19,0.864
OT,H4289,brasier,22,19,0.864
OT,H8457,prostitution,22,19,0.864
OT,H5650,serviteur,803,694,0.864
NT,G435,homme,215,186,0.865
OT,H3778,Chaldéens,82,71,0.866
OT,H4194,mort,157,136,0.866
OT,H2406,froment,30,26,0.867
NT,G458,iniquité,15,13,0.867
OT,H6595,morceau,15,13,0.867
OT,H804,Assyrie,151,131,0.868
OT,H4735,troupeaux,76,66,0.868
NT,G2226,être vivant,23,20,0.870
OT,H4744,convocation,23,20,0.870
OT,H7810,présent,23,20,0.870
OT,H8142,sommeil,23,20,0.870
OT,H6172,nudité,54,47,0.870
OT,H5061,plaie,78,68,0.872
OT,H6002,Amalek,39,34,0.872
NT,G4750,bouche,79,69,0.873
OT,H5159,héritage,222,194,0.874
OT,H5045,midi,111,97,0.874
OT,H2822,ténèbres,80,70,0.875
OT,H2145,mâle,24,21,0.875
OT,H60,deuil,24,21,0.875
NT,G1198,prisonnier,16,14,0.875
NT,G2040,ouvrier,16,14,0.875
OT,H1005,maison,16,14,0.875
OT,H1425,Gadites,16,14,0.875
OT,H4341,douleur,16,14,0.875
OT,H5816,Uziel,16,14,0.875
NT,G3751,rein,8,7,0.875
OT,H1246,demande,8,7,0.875
OT,H1508,place vide,8,7,0.875
OT,H1865,liberté,8,7,0.875
OT,H2401,péché,8,7,0.875
OT,H2553,idoles,8,7,0.875
OT,H4032,épouvante,8,7,0.875
OT,H4403,vêtement,8,7,0.875
OT,H4455,butin,8,7,0.875
OT,H4602,Maacathien,8,7,0.875
OT,H4671,balle,8,7,0.875
OT,H7172,sol,8,7,0.875
OT,H7496,morts,8,7,0.875
OT,H7531,pavé,8,7,0.875
OT,H2719,épée,413,362,0.877
NT,G3624,maison,114,100,0.877
OT,H6571,cavalier,57,50,0.877
OT,H561,parole,49,43,0.878
OT,H6677,cou,41,36,0.878
NT,G4221,coupe,33,29,0.879
OT,H339,îles,33,29,0.879
OT,H6654,côté,33,29,0.879
NT,G3850,parabole,50,44,0.880
OT,H4609,degrés,50,44,0.880
OT,H5699,char,25,22,0.880
OT,H8467,supplication,25,22,0.880
OT,H8559,Tamar,25,22,0.880
NT,G1093,terre,252,222,0.881
OT,H5631,eunuque,42,37,0.881
OT,H7458,famine,101,89,0.881
NT,G4228,pied,93,82,0.882
OT,H8227,Schaphan,34,30,0.882
OT,H1145,Benjamite,17,15,0.882
OT,H1648,Guerschon,17,15,0.882
OT,H3273,Jeïel,17,15,0.882
OT,H6271,Athalie,17,15,0.882
OT,H6772,soif,17,15,0.882
OT,H7431,reptile,17,15,0.882
OT,H3871,table,43,38,0.884
OT,H6510,vache,26,23,0.885
OT,H6685,jeûne,26,23,0.885
OT,H8269,chef,421,373,0.886
OT,H3225,droite,141,125,0.887
NT,G5610,heure,108,96,0.889
NT,G4991,salut,45,40,0.889
OT,H4170,piège,27,24,0.889
OT,H3730,pomme,18,16,0.889
OT,H4324,Mical,18,16,0.889
OT,H7014,Caïn,18,16,0.889
OT,H8469,supplication,18,16,0.889
NT,G2805,pleurs,9,8,0.889
NT,G5040,petit enfant,9,8,0.889
NT,G5355,envie,9,8,0.889
NT,G5579,mensonge,9,8,0.889
NT,G796,éclair,9,8,0.889
OT,H1673,Doëg,9,8,0.889
OT,H3103,Jobab,9,8,0.889
OT,H3500,Jéther,9,8,0.889
OT,H4432,Moloc,9,8,0.889
OT,H467,Éliphéleth,9,8,0.889
OT,H4865,monture,9,8,0.889
OT,H5509,scories,9,8,0.889
OT,H652,ténèbres,9,8,0.889
OT,H663,Aphek,9,8,0.889
OT,H7214,buffle,9,8,0.889
OT,H7668,blé,9,8,0.889
OT,H863,Ittaï,9,8,0.889
OT,H3669,Cananéen,73,65,0.890
OT,H2459,graisse,92,82,0.891
OT,H7998,butin,74,66,0.892
OT,H4899,oint,37,33,0.892
OT,H875,puits,37,33,0.892
OT,H1397,homme,65,58,0.892
OT,H5712,assemblée,149,133,0.893
OT,H519,servante,56,50,0.893
OT,H6346,gouverneur,28,25,0.893
OT,H8251,abomination,28,25,0.893
OT,H6430,Philistins,290,259,0.893
OT,H1323,fille,590,527,0.893
OT,H899,vêtement,218,195,0.894
NT,G2250,jour,389,348,0.895
OT,H7198,arc,76,68,0.895
OT,H2132,olivier,38,34,0.895
NT,G1092,vigneron,19,17,0.895
OT,H3852,flamme,19,17,0.895
NT,G932,royaume,162,145,0.895
OT,H1486,sort,77,69,0.896
NT,G2378,sacrifice,29,26,0.897
OT,H1314,aromate,29,26,0.897
OT,H120,homme,552,495,0.897
OT,H6635,armée,487,437,0.897
NT,G2374,porte,39,35,0.897
NT,G2041,œuvre,176,158,0.898
OT,H4948,poids,49,44,0.898
OT,H7794,bœuf,79,71,0.899
NT,G1391,gloire,168,151,0.899
OT,H5857,Aï,40,36,0.900
NT,G5273,hypocrite,20,18,0.900
OT,H1265,cyprès,20,18,0.900
OT,H8219,plaine,20,18,0.900
NT,G167,impureté,10,9,0.900
NT,G2825,lit,10,9,0.900
NT,G2883,Corneille,10,9,0.900
NT,G4439,porte,10,9,0.900
NT,G4670,Sodome,10,9,0.900
NT,G5010,ordre,10,9,0.900
NT,G5544,bonté,10,9,0.900
OT,H1160,Beor,10,9,0.900
OT,H2139,Zaccur,10,9,0.900
OT,H2529,crème,10,9,0.900
OT,H3028,main,10,9,0.900
OT,H3395,Jerocham,10,9,0.900
OT,H3608,prison,10,9,0.900
OT,H564,Immer,10,9,0.900
OT,H5989,Ammihud,10,9,0.900
OT,H6354,fosse,10,9,0.900
OT,H672,Éphrata,10,9,0.900
OT,H7935,Schecania,10,9,0.900
NT,G1124,Écriture,51,46,0.902
NT,G5485,grâce,156,141,0.904
NT,G386,résurrection,42,38,0.905
OT,H3374,crainte,42,38,0.905
OT,H2682,herbe,21,19,0.905
OT,H6818,cri,21,19,0.905
NT,G4442,feu,74,67,0.905
NT,G1577,église,117,106,0.906
OT,H8081,huile,193,175,0.907
NT,G4561,chair,151,137,0.907
OT,H2320,mois,283,257,0.908
OT,H7393,char,120,109,0.908
NT,G4892,sanhédrin,22,20,0.909
OT,H5633,prince,22,20,0.909
OT,H6297,cadavre,22,20,0.909
OT,H6793,bouclier,22,20,0.909
NT,G1144,larme,11,10,0.909
NT,G2479,force,11,10,0.909
NT,G2768,corne,11,10,0.909
NT,G367,Ananias,11,10,0.909
NT,G5509,tunique,11,10,0.909
NT,G58,place publique,11,10,0.909
NT,G86,séjour des morts,11,10,0.909
NT,G882,Achaïe,11,10,0.909
OT,H2180,queue,11,10,0.909
OT,H2376,vision,11,10,0.909
OT,H2527,chaleur,11,10,0.909
OT,H4146,fondements,11,10,0.909
OT,H4147,liens,11,10,0.909
OT,H4759,vision,11,10,0.909
OT,H937,mépris,11,10,0.909
NT,G2962,Seigneur,747,681,0.912
OT,H2580,grâce,69,63,0.913
NT,G5505,mille,23,21,0.913
OT,H5850,couronne,23,21,0.913
OT,H6522,Phérézien,23,21,0.913
OT,H7845,fosse,23,21,0.913
NT,G2501,Joseph,35,32,0.914
OT,H5104,fleuve,119,109,0.916
NT,G3709,colère,36,33,0.917
NT,G2381,Thomas,12,11,0.917
NT,G2563,roseau,12,11,0.917
NT,G3554,maladie,12,11,0.917
NT,G3705,vision,12,11,0.917
NT,G4204,prostituée,12,11,0.917
NT,G4240,douceur,12,11,0.917
NT,G4454,ânon,12,11,0.917
NT,G570,incrédulité,12,11,0.917
NT,G67,Agrippa,12,11,0.917
OT,H2361,Huram,12,11,0.917
OT,H4023,Meguiddo,12,11,0.917
OT,H4133,joug,12,11,0.917
OT,H7101,chef,12,11,0.917
OT,H8553,Thimna,12,11,0.917
NT,G5532,besoin,49,45,0.918
OT,H6738,ombre,49,45,0.918
NT,G4335,prière,37,34,0.919
OT,H1637,aire,37,34,0.919
OT,H7778,portier,37,34,0.919
OT,H3548,sacrificateur,750,690,0.920
OT,H123,Édom,100,92,0.920
OT,H200,folie,25,23,0.920
OT,H6227,fumée,25,23,0.920
OT,H4713,Égyptien,76,70,0.921
NT,G444,homme,559,515,0.921
OT,H1817,porte,89,82,0.921
OT,H3956,langue,117,108,0.923
OT,H6697,rocher,78,72,0.923
OT,H7157,Kirjath-Jearim,39,36,0.923
NT,G5095,Timothée,26,24,0.923
OT,H2438,Hiram,26,24,0.923
NT,G3358,mesure,13,12,0.923
NT,G976,livre,13,12,0.923
OT,H211,Ophir,13,12,0.923
OT,H3391,mois,13,12,0.923
OT,H3452,désert,13,12,0.923
OT,H424,térébinthe,13,12,0.923
OT,H8203,Schephathia,13,12,0.923
NT,G32,ange,185,171,0.924
OT,H4714,Égypte,635,587,0.924
OT,H1715,blé,40,37,0.925
OT,H2077,sacrifice,162,150,0.926
OT,H3678,trône,135,125,0.926
NT,G1680,espérance,54,50,0.926
NT,G1672,Grec,27,25,0.926
OT,H6010,vallée,69,64,0.928
NT,G2968,village,28,26,0.929
OT,H8392,arche,28,26,0.929
NT,G1654,aumône,14,13,0.929
NT,G2495,Jonas,14,13,0.929
NT,G2817,héritage,14,13,0.929
NT,G3088,lampe,14,13,0.929
NT,G3933,vierge,14,13,0.929
OT,H1647,Guerschom,14,13,0.929
OT,H3516,foie,14,13,0.929
OT,H6806,pas,14,13,0.929
OT,H8476,peau de dauphin,14,13,0.929
NT,G740,pain,99,92,0.929
NT,G5547,Christ,569,529,0.930
NT,G4864,synagogue,57,53,0.930
OT,H5207,agréable odeur,43,40,0.930
OT,H4296,lit,29,27,0.931
NT,G3793,foule,175,163,0.931
OT,H1,père,1212,1129,0.932
OT,H2461,lait,44,41,0.932
OT,H3293,forêt,59,55,0.932
OT,H269,sœur,119,111,0.933
OT,H8121,soleil,134,125,0.933
OT,H1004,maison,2056,1918,0.933
NT,G1636,olivier,15,14,0.933
NT,G2150,piété,15,14,0.933
NT,G2169,action de grâces,15,14,0.933
NT,G2818,héritier,15,14,0.933
NT,G5132,table,15,14,0.933
NT,G5528,herbe,15,14,0.933
OT,H4813,Marie,15,14,0.933
OT,H5983,Ammon,106,99,0.934
OT,H1144,Benjamin,167,156,0.934
NT,G2342,bête,46,43,0.935
NT,G2541,César,31,29,0.935
NT,G417,vent,31,29,0.935
OT,H1406,toit,31,29,0.935
OT,H676,doigt,31,29,0.935
OT,H784,feu,378,354,0.937
OT,H441,chef,64,60,0.938
OT,H5262,libation,64,60,0.938
OT,H2850,Héthien,48,45,0.938
NT,G2246,soleil,32,30,0.938
NT,G2409,sacrificateur,32,30,0.938
NT,G975,livre,32,30,0.938
OT,H4643,dîme,32,30,0.938
NT,G1062,noces,16,15,0.938
NT,G1220,denier,16,15,0.938
NT,G3077,tristesse,16,15,0.938
NT,G3804,souffrance,16,15,0.938
OT,H6717,Tsiba,16,15,0.938
OT,H6722,Sidonien,16,15,0.938
OT,H7417,Rimmon,16,15,0.938
OT,H7639,treillis,16,15,0.938
OT,H1698,peste,49,46,0.939
OT,H5941,Éli,33,31,0.939
NT,G1122,scribe,67,63,0.940
OT,H6529,fruit,119,112,0.941
NT,G2923,juge,17,16,0.941
NT,G5486,don,17,16,0.941
NT,G706,nombre,17,16,0.941
OT,H1295,étang,17,16,0.941
OT,H1590,voleur,17,16,0.941
OT,H288,Achimélec,17,16,0.941
OT,H476,Élischama,17,16,0.941
OT,H526,Amon,17,16,0.941
OT,H1818,sang,361,340,0.942
NT,G5457,lumière,70,66,0.943
OT,H1389,colline,71,67,0.944
OT,H5775,oiseau,71,67,0.944
NT,G2588,cœur,160,151,0.944
OT,H2001,Haman,54,51,0.944
OT,H5236,étranger,36,34,0.944
NT,G2344,trésor,18,17,0.944
OT,H1387,Guéba,18,17,0.944
OT,H1513,charbon,18,17,0.944
OT,H2201,cri,18,17,0.944
OT,H3537,cruche,18,17,0.944
OT,H4495,Manoach,18,17,0.944
OT,H5984,Ammonite,18,17,0.944
OT,H6757,ombre de la mort,18,17,0.944
OT,H7084,Keïla,18,17,0.944
OT,H7206,Rubénites,18,17,0.944
OT,H7676,sabbat,111,105,0.946
OT,H4720,sanctuaire,74,70,0.946
NT,G3775,oreille,37,35,0.946
OT,H3556,étoile,37,35,0.946
OT,H2451,sagesse,149,141,0.946
OT,H8123,Samson,38,36,0.947
NT,G773,Asie,19,18,0.947
OT,H1709,poisson,19,18,0.947
OT,H2206,barbe,19,18,0.947
OT,H26,Abigaïl,19,18,0.947
OT,H3308,beauté,19,18,0.947
OT,H3058,Jéhu,58,55,0.948
OT,H347,Job,58,55,0.948
NT,G1138,David,59,56,0.949
OT,H3064,Juif,79,75,0.949
NT,G5043,enfant,99,94,0.949
NT,G2288,mort,119,113,0.950
OT,H3083,Jonathan,80,76,0.950
NT,G2486,poisson,20,19,0.950
OT,H4268,refuge,20,19,0.950
OT,H7620,semaine,20,19,0.950
OT,H4124,Moab,181,172,0.950
OT,H5483,cheval,141,134,0.950
OT,H8451,loi,222,211,0.950
NT,G652,apôtre,81,77,0.951
OT,H251,frère,629,598,0.951
NT,G2424,Jésus,975,927,0.951
NT,G4102,foi,244,232,0.951
OT,H2983,Jébusien,41,39,0.951
OT,H2282,fête,62,59,0.952
OT,H4043,bouclier,63,60,0.952
OT,H2226,Zérach,21,20,0.952
OT,H802,femme,781,744,0.953
NT,G2307,volonté,64,61,0.953
OT,H1242,matin,214,204,0.953
NT,G3571,nuit,65,62,0.954
NT,G3735,montagne,65,62,0.954
NT,G225,vérité,110,105,0.955
NT,G2232,gouverneur,22,21,0.955
NT,G5057,publicain,22,21,0.955
OT,H665,cendre,22,21,0.955
NT,G1135,femme,221,211,0.955
OT,H410,Dieu,245,234,0.955
NT,G3109,Macédoine,23,22,0.957
OT,H3323,huile,23,22,0.957
OT,H4601,Maaca,23,22,0.957
OT,H6214,Asaël,23,22,0.957
OT,H7614,Séba,23,22,0.957
NT,G4074,Pierre,162,155,0.957
NT,G3972,Paul,164,157,0.957
NT,G4172,ville,164,157,0.957
OT,H3196,vin,141,135,0.957
OT,H3667,Canaan,94,90,0.957
OT,H5271,jeunesse,47,45,0.957
NT,G3614,maison,95,91,0.958
NT,G5207,fils,381,365,0.958
OT,H5216,lampe,48,46,0.958
NT,G792,étoile,24,23,0.958
OT,H3805,chapiteau,24,23,0.958
OT,H3923,Lakis,24,23,0.958
OT,H4350,base,24,23,0.958
OT,H6672,midi,24,23,0.958
OT,H7837,aurore,24,23,0.958
NT,G4151,esprit,385,369,0.958
OT,H4026,tour,49,47,0.959
OT,H2340,Hévien,25,24,0.960
NT,G3772,ciel,284,273,0.961
NT,G1186,arbre,26,25,0.962
OT,H138,Adonija,26,25,0.962
OT,H4888,onction,26,25,0.962
NT,G2491,Jean,133,128,0.962
NT,G3466,mystère,27,26,0.963
NT,G5503,veuve,27,26,0.963
OT,H1612,vigne,55,53,0.964
OT,H490,veuve,56,54,0.964
NT,G1656,miséricorde,28,27,0.964
NT,G4716,croix,28,27,0.964
OT,H8659,Tarsis,28,27,0.964
OT,H4054,banlieue,115,111,0.965
OT,H727,arche,202,195,0.965
OT,H3097,Joab,145,140,0.966
NT,G2364,fille,29,28,0.966
OT,H3442,Josué,29,28,0.966
OT,H3801,tunique,29,28,0.966
OT,H6260,bouc,29,28,0.966
NT,G935,roi,118,114,0.966
NT,G4396,prophète,149,144,0.966
NT,G5495,main,179,173,0.966
NT,G3037,pierre,60,58,0.967
NT,G2243,Élie,30,29,0.967
OT,H3316,Jephthé,30,29,0.967
OT,H54,Abiathar,30,29,0.967
OT,H4940,famille,304,294,0.967
NT,G2362,trône,61,59,0.967
NT,G1343,justice,92,89,0.967
NT,G1515,paix,92,89,0.967
OT,H4283,lendemain,32,31,0.969
OT,H759,palais,32,31,0.969
OT,H6212,herbe,33,32,0.970
OT,H3915,nuit,235,228,0.970
NT,G2474,Israël,70,68,0.971
OT,H1835,Dan,70,68,0.971
OT,H3816,peuple,35,34,0.971
OT,H452,Élie,71,69,0.972
OT,H3532,agneau,107,104,0.972
NT,G4567,Satan,36,35,0.972
OT,H3157,Jizreel,36,35,0.972
OT,H7414,Rama,36,35,0.972
OT,H53,Absalom,111,108,0.973
OT,H6370,concubine,37,36,0.973
OT,H1270,fer,76,74,0.974
NT,G5376,Philippe,38,37,0.974
OT,H8283,Sara,38,37,0.974
NT,G3101,disciple,269,262,0.974
NT,G80,frère,346,337,0.974
OT,H5971,peuple,1870,1822,0.974
OT,H4847,Merari,39,38,0.974
NT,G3475,Moïse,80,78,0.975
OT,H6833,oiseau,40,39,0.975
OT,H5892,ville,1095,1068,0.975
OT,H1285,alliance,284,277,0.975
OT,H5416,Nathan,42,41,0.976
OT,H2022,montagne,547,534,0.976
NT,G3384,mère,85,83,0.976
NT,G2449,Judée,43,42,0.977
NT,G2264,Hérode,44,43,0.977
OT,H8096,Schimeï,44,43,0.977
OT,H6153,soir,134,131,0.978
NT,G3485,temple,46,45,0.978
NT,G2316,Dieu,1343,1314,0.978
NT,G3962,père,418,409,0.978
OT,H5178,airain,140,137,0.979
OT,H3881,Lévite,286,280,0.979
NT,G2992,peuple,143,140,0.979
OT,H3957,chambre,48,47,0.979
OT,H5785,peau,99,97,0.980
OT,H3701,argent,403,395,0.980
NT,G3788,œil,102,100,0.980
NT,G3813,enfant,51,50,0.980
OT,H7175,planche,51,50,0.980
OT,H4082,province,53,52,0.981
OT,H5560,fleur de farine,53,52,0.981
OT,H8040,gauche,53,52,0.981
OT,H3130,Joseph,213,209,0.981
OT,H8179,porte,375,368,0.981
OT,H4210,psaume,57,56,0.982
OT,H7586,Saül,406,399,0.983
OT,H8010,Salomon,293,288,0.983
NT,G2414,Jérusalem,59,58,0.983
NT,G5479,joie,59,58,0.983
OT,H4080,Madian,59,58,0.983
NT,G1140,démon,60,59,0.983
OT,H433,Dieu,60,59,0.983
OT,H1109,Balaam,61,60,0.984
OT,H1516,vallée,62,61,0.984
OT,H6667,Sédécias,63,62,0.984
OT,H8198,servante,63,62,0.984
OT,H1732,David,1075,1058,0.984
OT,H136,Seigneur,445,438,0.984
OT,H3878,Lévi,64,63,0.984
OT,H2396,Ézéchias,130,128,0.985
NT,G3551,loi,197,194,0.985
OT,H4057,désert,271,267,0.985
OT,H8050,Samuel,140,138,0.986
NT,G2411,temple,71,70,0.986
OT,H5930,holocauste,289,285,0.986
NT,G4983,corps,146,144,0.986
OT,H517,mère,220,217,0.986
OT,H8605,prière,77,76,0.987
NT,G5204,eau,78,77,0.987
OT,H520,coudée,249,246,0.988
NT,G2419,Jérusalem,83,82,0.988
NT,G266,péché,174,172,0.989
OT,H85,Abraham,175,173,0.989
OT,H8255,sicle,88,87,0.989
OT,H1616,étranger,92,91,0.989
OT,H3754,vigne,92,91,0.989
OT,H4872,Moïse,766,758,0.990
NT,G129,sang,99,98,0.990
NT,G5330,Pharisien,100,99,0.990
OT,H3379,Jéroboam,104,103,0.990
OT,H5030,prophète,317,314,0.991
OT,H3327,Isaac,108,107,0.991
OT,H3091,Josué,218,216,0.991
OT,H4428,roi,2526,2506,0.992
OT,H894,Babylone,262,260,0.992
OT,H6499,taureau,133,132,0.992
OT,H1568,Galaad,134,133,0.993
OT,H430,Dieu,2600,2581,0.993
NT,G2889,monde,187,186,0.995
OT,H6547,Pharaon,268,267,0.996
OT,H3478,Israël,2507,2498,0.996
OT,H175,Aaron,347,346,0.997
OT,H168,tente,348,347,0.997
OT,H3290,Jacob,349,348,0.997
OT,H4196,autel,403,402,0.998
OT,H3068,Éternel,6521,6506,0.998
OT,H3389,Jérusalem,643,642,0.998
OT,H3063,Juda,819,818,0.999
OT,H2091,or,389,389,1.000
OT,H3069,Éternel,306,306,1.000
OT,H3383,Jourdain,183,183,1.000
OT,H669,Éphraïm,180,180,1.000
OT,H6726,Sion,153,153,1.000
OT,H3414,Jérémie,147,147,1.000
OT,H4519,Manassé,146,146,1.000
OT,H1008,Béthel,144,144,1.000
NT,G2222,vie,134,134,1.000
OT,H8111,Samarie,109,109,1.000
OT,H6215,Ésaü,97,97,1.000
OT,H2543,âne,96,96,1.000
OT,H256,Achab,93,93,1.000
NT,G2281,mer,92,92,1.000
OT,H3742,chérubin,91,91,1.000
OT,H567,Amoréen,87,87,1.000
OT,H3092,Josaphat,84,84,1.000
OT,H1035,Bethléhem,82,82,1.000
OT,H738,lion,81,81,1.000
OT,H1168,Baal,80,80,1.000
NT,G4613,Simon,75,75,1.000
NT,G11,Abraham,73,73,1.000
OT,H730,cèdre,73,73,1.000
OT,H1410,Gad,72,72,1.000
OT,H499,Éléazar,72,72,1.000
OT,H7205,Ruben,72,72,1.000
OT,H7782,trompette,72,72,1.000
OT,H2275,Hébron,71,71,1.000
OT,H3844,Liban,71,71,1.000
OT,H7979,table,71,71,1.000
OT,H40,Abimélec,67,67,1.000
NT,G1056,Galilée,63,63,1.000
OT,H74,Abner,63,63,1.000
OT,H7927,Sichem,63,63,1.000
OT,H87,Abram,61,61,1.000
OT,H1316,Basan,60,60,1.000
OT,H4782,Mardochée,60,60,1.000
OT,H5019,Nebucadnetsar,60,60,1.000
OT,H477,Élisée,58,58,1.000
OT,H609,Asa,58,58,1.000
OT,H3405,Jéricho,57,57,1.000
OT,H8163,bouc,56,56,1.000
NT,G4091,Pilate,55,55,1.000
OT,H3837,Laban,55,55,1.000
OT,H635,Esther,55,55,1.000
NT,G3137,Marie,54,54,1.000
OT,H1581,chameau,54,54,1.000
OT,H1706,miel,54,54,1.000
OT,H2977,Josias,53,53,1.000
OT,H6659,Tsadok,53,53,1.000
OT,H884,Beer-Schéba,53,53,1.000
NT,G4678,sagesse,51,51,1.000
OT,H5321,Nephthali,51,51,1.000
NT,G1100,langue,50,50,1.000
OT,H1130,Ben-Hadad,50,50,1.000
OT,H2885,anneau,50,50,1.000
OT,H3050,Éternel,50,50,1.000
OT,H7346,Roboam,50,50,1.000
OT,H6453,Pâque,49,49,1.000
OT,H646,éphod,49,49,1.000
OT,H1544,idole,48,48,1.000
OT,H2595,lance,48,48,1.000
OT,H3458,Ismaël,48,48,1.000
OT,H5838,Azaria,48,48,1.000
OT,H7706,Tout-Puissant,48,48,1.000
OT,H8242,sac,48,48,1.000
OT,H3101,Joas,47,47,1.000
OT,H7354,Rachel,47,47,1.000
OT,H5146,Noé,46,46,1.000
OT,H623,Asaph,46,46,1.000
OT,H1834,Damas,45,45,1.000
OT,H2074,Zabulon,45,45,1.000
OT,H3129,Jonathan,44,44,1.000
OT,H4818,char,44,44,1.000
OT,H8095,Siméon,44,44,1.000
OT,H1111,Balak,43,43,1.000
OT,H1390,Guibea,43,43,1.000
OT,H2148,Zacharie,43,43,1.000
OT,H3485,Issacar,43,43,1.000
OT,H836,Aser,43,43,1.000
NT,G2385,Jacques,42,42,1.000
OT,H1053,Beth-Schémesch,42,42,1.000
OT,H1141,Benaja,42,42,1.000
OT,H1588,jardin,42,42,1.000
OT,H3448,Isaï,42,42,1.000
OT,H3490,orphelin,42,42,1.000
OT,H3658,harpe,42,42,1.000
OT,H4501,chandelier,42,42,1.000
OT,H6865,Tyr,42,42,1.000
OT,H1537,Guilgal,41,41,1.000
OT,H271,Achaz,41,41,1.000
OT,H8098,Schemaeja,41,41,1.000
OT,H374,épha,40,40,1.000
OT,H4631,caverne,40,40,1.000
OT,H558,Amatsia,40,40,1.000
OT,H5923,joug,40,40,1.000
OT,H1439,Gédéon,39,39,1.000
OT,H223,Urie,39,39,1.000
OT,H3470,Ésaïe,39,39,1.000
OT,H5467,Sodome,39,39,1.000
OT,H5739,troupeau,39,39,1.000
OT,H8165,Séir,39,39,1.000
OT,H2809,Hesbon,38,38,1.000
OT,H4306,pluie,38,38,1.000
OT,H713,pourpre,38,38,1.000
NT,G3141,témoignage,37,37,1.000
OT,H1391,Gabaon,37,37,1.000
OT,H274,Achazia,37,37,1.000
OT,H3079,Jojakim,37,37,1.000
OT,H5511,Sihon,37,37,1.000
OT,H6239,richesse,37,37,1.000
OT,H7141,Koré,37,37,1.000
OT,H4709,Mitspa,36,36,1.000
OT,H1653,pluie,35,35,1.000
OT,H212,roue,35,35,1.000
OT,H2574,Hamath,35,35,1.000
OT,H3612,Caleb,35,35,1.000
OT,H4436,reine,35,35,1.000
OT,H5514,Sinaï,35,35,1.000
OT,H5695,veau,35,35,1.000
OT,H6883,lèpre,35,35,1.000
NT,G3144,témoin,34,34,1.000
NT,G3196,membre,34,34,1.000
OT,H2518,Hilkija,34,34,1.000
OT,H3812,Léa,34,34,1.000
OT,H5680,Hébreu,34,34,1.000
OT,H8184,orge,34,34,1.000
OT,H860,ânesse,34,34,1.000
NT,G3631,vin,33,33,1.000
OT,H1661,Gath,33,33,1.000
OT,H3876,Lot,33,33,1.000
OT,H7045,malédiction,33,33,1.000
NT,G4655,ténèbres,32,32,1.000
NT,G4893,conscience,32,32,1.000
OT,H1436,Guedalia,32,32,1.000
OT,H1840,Daniel,32,32,1.000
OT,H2474,fenêtre,32,32,1.000
OT,H325,Assuérus,32,32,1.000
OT,H3611,chien,32,32,1.000
OT,H591,navire,32,32,1.000
OT,H6955,Kehath,32,32,1.000
OT,H7262,Rabschaké,32,32,1.000
OT,H7887,Silo,32,32,1.000
NT,G5443,tribu,31,31,1.000
OT,H2919,rosée,31,31,1.000
OT,H4327,espèce,31,31,1.000
OT,H5175,serpent,31,31,1.000
NT,G721,agneau,30,30,1.000
OT,H5126,Nun,30,30,1.000
OT,H5867,Élam,30,30,1.000
NT,G3162,épée,29,29,1.000
OT,H1259,grêle,29,29,1.000
OT,H2608,Hanania,29,29,1.000
OT,H2689,trompette,29,29,1.000
OT,H3088,Joram,29,29,1.000
NT,G921,Barnabas,28,28,1.000
OT,H1032,Beth-Horon,28,28,1.000
OT,H1201,Baescha,28,28,1.000
OT,H550,Amnon,28,28,1.000
OT,H6539,Perse,28,28,1.000
NT,G1859,fête,27,27,1.000
NT,G2384,Jacob,27,27,1.000
OT,H3727,propitiatoire,27,27,1.000
OT,H5818,Ozias,27,27,1.000
OT,H7967,Schallum,27,27,1.000
NT,G4757,soldat,26,26,1.000
OT,H1263,Baruc,26,26,1.000
OT,H3394,lune,26,26,1.000
OT,H5404,aigle,26,26,1.000
OT,H6870,Tseruja,26,26,1.000
OT,H1841,Daniel,25,25,1.000
OT,H2833,pectoral,25,25,1.000
OT,H29,Abija,25,25,1.000
OT,H4918,Meschullam,25,25,1.000
OT,H5028,Nebath,25,25,1.000
OT,H52,Abischaï,25,25,1.000
OT,H6372,Phinées,25,25,1.000
OT,H6532,voile,25,25,1.000
OT,H769,Arnon,25,25,1.000
NT,G125,Égypte,24,24,1.000
NT,G1992,lettre,24,24,1.000
NT,G4990,sauveur,24,24,1.000
NT,G79,sœur,24,24,1.000
OT,H1162,Boaz,24,24,1.000
OT,H281,Achija,24,24,1.000
