strongs_num,strongs_id,lemma,translit,english_default,definition,occurrences,lang,existing_rendering,proposed_rendering,status,notes
996,G996,βοήθεια,boḗtheia,help,:--help.,2,vi,,sự giúp đỡ,needs_review,
1005,G1005,βοῤῥᾶς,borrhâs,north,:--north.,2,vi,,phương bắc,needs_review,
1010,G1010,βουλευτής,bouleutḗs,counsellor,:--counsellor.,2,vi,,nghị viên,needs_review,
1013,G1013,βούλημα,boúlēma,purpose,":--purpose, will.",2,vi,,ý định,needs_review,
1015,G1015,βουνός,bounós,hill,:--hill.,2,vi,,đồi,needs_review,
1017,G1017,βραβεῖον,brabeîon,prize,:--prize.,2,vi,,giải thưởng,needs_review,
1028,G1028,βροχή,brochḗ,rain,:--rain.,2,vi,,mưa,needs_review,
1040,G1040,βύσσος,býssos,fine linen,:--fine linen.,2,vi,,vải gai mịn,needs_review,
1043,G1043,Γαβριήλ,Gabriḗl,Gabriel,:--Gabriel.,2,vi,,Ga-bri-ên,needs_review,
1052,G1052,Γαλάτης,Galátēs,Galatian,:--Galatian.,2,vi,,người Ga-la-ti,needs_review,
1059,G1059,Γαμαλιήλ,Gamaliḗl,Gamaliel,:--Gamaliel.,2,vi,,Ga-ma-li-ên,needs_review,
1068,G1068,Γεθσημανῆ,Gethsēmanē,Gethsemane,:--Gethsemane.,2,vi,,Ghết-sê-ma-nê,needs_review,
1076,G1076,γενεαλογία,genealogía,genealogy,:--genealogy.,2,vi,,gia phổ,needs_review,
1077,G1077,γενέσια,genésia,birthday,:--birthday.,2,vi,,sinh nhật,needs_review,
1082,G1082,Γεννησαρέτ,Gennēsarét,Gennesaret,:--Gennesaret.,2,vi,,Ghê-nê-xa-rết,needs_review,
1083,G1083,γέννησις,génnēsis,birth,:--birth.,2,vi,,sự sanh,needs_review,
1101,G1101,γλωσσόκομον,glōssókomon,bag,:--bag.,2,vi,,cái túi,needs_review,
1158,G1158,Δανιήλ,Daniḗl,Daniel,:--Daniel.,2,vi,,Đa-ni-ên,needs_review,
1202,G1202,δεσμώτης,desmṓtēs,prisoner,:--prisoner.,2,vi,,tù nhân,needs_review,
1296,G1296,διαταγή,diatagḗ,ordinance,:--instrumentality.,2,vi,,mạng lịnh,needs_review,
1323,G1323,δίδραχμον,dídrachmon,tribute,:--tribute.,2,vi,,thuế,needs_review,
1333,G1333,διετία,dietía,two years,:--two years.,2,vi,,hai năm,needs_review,
1347,G1347,δικαίωσις,dikaíōsis,justification,:--justification.,2,vi,,sự xưng công bình,needs_review,
1383,G1383,δοκίμιον,dokímion,trial,":--trial, trying.",2,vi,,thử thách,needs_review,
1393,G1393,Δορκάς,Dorkás,Dorcas,:--Dorcas.,2,vi,,Đô-ca,needs_review,
1394,G1394,δόσις,dósis,gift,":--gift, giving.",2,vi,,sự ban cho,needs_review,
1403,G1403,δοχή,dochḗ,feast,:--feast.,2,vi,,yến tiệc,needs_review,
1434,G1434,δώρημα,dṓrēma,gift,:--gift.,2,vi,,quà tặng,needs_review,
1462,G1462,ἔγκλημα,énklēma,crime laid against,":--crime laid against,  laid to charge.",2,vi,,tội bị cáo buộc,needs_review,
1478,G1478,Ἐζεκίας,Ezekías,Ezekias,:--Ezekias.,2,vi,,Ê-xê-chia,needs_review,
1545,G1545,ἔκβασις,ékbasis,end,":--end, way to escape.",2,vi,,lối thoát,needs_review,
1648,G1648,Ἐλεάζαρ,Eleázar,Eleazar,:--Eleazar.,2,vi,,Ê-lê-a-xa,needs_review,
1650,G1650,ἔλεγχος,élenchos,evidence,":--evidence, reproof.",2,vi,,bằng cớ,needs_review,
1664,G1664,Ἐλιούδ,Elioúd,Eliud,:--Eliud.,2,vi,,Ê-li-út,needs_review,
1674,G1674,Ἑλληνίς,Hellēnís,Greek,:--Greek.,2,vi,,người Gờ-réc,needs_review,
1703,G1703,ἐμπαίκτης,empaíktēs,mocker,":--mocker,  scoffer.",2,vi,,kẻ nhạo báng,needs_review,
1755,G1755,ἐνέργημα,enérgēma,operation,":--operation, working.",2,vi,,sự vận hành,needs_review,
1771,G1771,ἔννοια,énnoia,intent,":--intent, mind.",2,vi,,ý định,needs_review,
1775,G1775,ἑνότης,henótēs,unity,:--unity.,2,vi,,sự hiệp một,needs_review,
1780,G1780,ἐνταφιασμός,entaphiasmós,burying,:--burying.,2,vi,,sự chôn,needs_review,
1783,G1783,ἔντευξις,énteuxis,intercession,":--intercession,  prayer.",2,vi,,sự cầu thay,needs_review,
1791,G1791,ἐντροπή,entropḗ,shame,:--shame.,2,vi,,hổ thẹn,needs_review,
1862,G1862,ἐπάγγελμα,epángelma,promise,:--promise.,2,vi,,lời hứa,needs_review,
1885,G1885,ἐπαρχία,eparchía,province,:--province.,2,vi,,tỉnh,needs_review,
1891,G1891,Ἐπαφρόδιτος,Epaphróditos,Epaphroditus,:--Epaphroditus.,2,vi,,Ê-pháp-rô-đi-tu,needs_review,
1932,G1932,ἐπιείκεια,epieíkeia,clemency,":--clemency, gentleness.",2,vi,,khoan dung,needs_review,
1972,G1972,ἐπιπόθησις,epipóthēsis,earnest desire,:--earnest (vehement) desire.,2,vi,,lòng mong ước thiết tha,needs_review,
1997,G1997,ἐπισυναγωγή,episynagōgḗ,assembling together,:--assembling (gathering) together.,2,vi,,sự nhóm lại,needs_review,
1999,G1999,ἐπισύστασις,episýstasis,that which cometh upon,":--that which cometh upon, +  raising up.",2,vi,,sự nổi dậy,needs_review,
2024,G2024,ἐπιχορηγία,epichorēgía,supply,:--supply.,2,vi,,sự cung ứng,needs_review,
2053,G2053,ἔριον,érion,wool,:--wool.,2,vi,,lông chiên,needs_review,
2056,G2056,ἔριφος,ériphos,goat,":--goat, kid.",2,vi,,dê con,needs_review,
2058,G2058,ἑρμηνεία,hermēneía,interpretation,:--interpretation.,2,vi,,sự giải nghĩa,needs_review,
2060,G2060,Ἑρμῆς,Hermēs,Hermes,":--Hermes, Mercury.",2,vi,,Hẹt-mê,needs_review,
2072,G2072,ἔσοπτρον,ésoptron,mirror,:--glass.,2,vi,,gương,needs_review,
2096,G2096,Εὖα,Eûa,Eve,:--Eve.,2,vi,,Ê-va,needs_review,
2108,G2108,εὐεργεσία,euergesía,benefit,":--benefit, good  deed done.",2,vi,,ơn lành,needs_review,
2120,G2120,εὐκαιρία,eukairía,opportunity,:--opportunity.,2,vi,,cơ hội,needs_review,
2124,G2124,εὐλάβεια,eulábeia,fear,:--fear(-ed).,2,vi,,lòng kính sợ,needs_review,
2133,G2133,εὔνοια,eúnoia,benevolence,":--benevolence, good will.",2,vi,,lòng nhân từ,needs_review,
2166,G2166,Εὐφράτης,Euphrátēs,Euphrates,:--Euphrates.,2,vi,,Ơ-phơ-rát,needs_review,
2167,G2167,εὐφροσύνη,euphrosýnē,gladness,":--gladness, joy.",2,vi,,sự vui mừng,needs_review,
2183,G2183,ἐφημερία,ephēmería,course,:--course.,2,vi,,ban thờ,needs_review,
2201,G2201,ζεῦγος,zeûgos,yoke,":--yoke, pair.",2,vi,,cặp,needs_review,
2203,G2203,Ζεύς,Zeús,Zeus,:--Jupiter.,2,vi,,thần Giu-pi-tê,needs_review,
2238,G2238,ἡδύοσμον,hēdýosmon,mint,:--mint.,2,vi,,bạc hà,needs_review,
2247,G2247,ἧλος,hēlos,nail,:--nail.,2,vi,,cái đinh,needs_review,
2275,G2275,ἥττημα,hḗttēma,diminishing,":--diminishing, fault.",2,vi,,sự thua thiệt,needs_review,
2280,G2280,Θαδδαῖος,Thaddaîos,Thaddaeus,:--Thaddæus.,2,vi,,Tha-đê,needs_review,
2321,G2321,Θεόφιλος,Theóphilos,Theophilus,:--Theophilus.,2,vi,,Thê-ô-phi-lơ,needs_review,
2327,G2327,θεριστής,theristḗs,reaper,:--reaper.,2,vi,,thợ gặt,needs_review,
2365,G2365,θυγάτριον,thygátrion,little daughter,:--little (young) daughter.,2,vi,,con gái nhỏ,needs_review,
2376,G2376,θυρίς,thyrís,window,:--window.,2,vi,,cửa sổ,needs_review,
2383,G2383,Ἰάειρος,Iáeiros,Jairus,:--Jairus.,2,vi,,Giai-ru,needs_review,
2405,G2405,ἱερατεία,hierateía,office of the priesthood,":--office of the  priesthood, priest's office.",2,vi,,chức tế lễ,needs_review,
2406,G2406,ἱεράτευμα,hieráteuma,priesthood,:--priesthood.,2,vi,,chức tế lễ,needs_review,
2415,G2415,Ἱεροσολυμίτης,Hierosolymítēs,of Jerusalem,:--of  Jerusalem.,2,vi,,người Giê-ru-sa-lem,needs_review,
2423,G2423,Ἰεχονίας,Iechonías,Jechonias,:--Jechonias.,2,vi,,Giê-chô-nia,needs_review,
2434,G2434,ἱλασμός,hilasmós,propitiation,:--propitiation.,2,vi,,Sự chuộc tội,needs_review,
2435,G2435,ἱλαστήριον,hilastḗrion,mercyseat,":--mercyseat, propitiation.",2,vi,,nắp thi ân,needs_review,
2454,G2454,Ἰουδαϊσμός,Ioudaïsmós,Jews' religion,:--Jews'  religion.,2,vi,,đạo Do-thái,needs_review,
2457,G2457,Ἰούλιος,Ioúlios,Julius,:--Julius.,2,vi,,Giuli,needs_review,
2460,G2460,ἱππεύς,hippeús,horseman,:--horseman.,2,vi,,kỵ binh,needs_review,
2463,G2463,ἶρις,îris,rainbow,:--rainbow.,2,vi,,cầu vồng,needs_review,
2485,G2485,ἰχθύδιον,ichthýdion,little fish,:--little (small) fish.,2,vi,,cá nhỏ,needs_review,
2488,G2488,Ἰωάθαμ,Iōátham,Joatham,:--Joatham.,2,vi,,Giô-tham,needs_review,
2489,G2489,Ἰωάννα,Iōánna,Joanna,:--Joanna.,2,vi,,Giô-ên,needs_review,
2496,G2496,Ἰωράμ,Iōrám,Joram,:--Joram.,2,vi,,Giô-ram,needs_review,
2498,G2498,Ἰωσαφάτ,Iōsaphát,Jehoshaphat,:--Josaphat.,2,vi,,Giô-sa-phát,needs_review,
2502,G2502,Ἰωσίας,Iōsías,Josias,:--Josias.,2,vi,,Giô-si-a,needs_review,
2536,G2536,Καϊνάν,Kaïnán,Cainan,:--Cainan.,2,vi,,Ca-nan,needs_review,
2538,G2538,καινότης,kainótēs,newness,:--newness.,2,vi,,sự mới,needs_review,
2581,G2581,Κανανίτης,Kananítēs,Canaanite,:--Canaanite (by mistake for a derivative from ).,2,vi,,Ca-na-nít,needs_review,
2587,G2587,Καππαδοκία,Kappadokía,Cappadocia,:--Cappadocia.,2,vi,,Cáp-ba-đốc,needs_review,
2589,G2589,καρδιογνώστης,kardiognṓstēs,which knowest the hearts,:--which knowest the hearts.,2,vi,,Đấng biết lòng người,needs_review,
2633,G2633,κατάκρισις,katákrisis,condemn,:--condemn(-ation).,2,vi,,sự kết án,needs_review,
2636,G2636,καταλαλία,katalalía,backbiting,":--backbiting, evil speaking.",2,vi,,nói xấu,needs_review,
2682,G2682,κατασκήνωσις,kataskḗnōsis,nest,:--nest.,2,vi,,ổ,needs_review,
2692,G2692,καταστροφή,katastrophḗ,overthrow,":--overthrow, subverting.",2,vi,,sự lật đổ,needs_review,
2697,G2697,κατάσχεσις,katáschesis,possession,:--possession.,2,vi,,sự chiếm hữu,needs_review,
2732,G2732,κατοικητήριον,katoikētḗrion,habitation,:--habitation.,2,vi,,nơi ở,needs_review,
2738,G2738,καῦμα,kaûma,heat,:--heat.,2,vi,,nắng,needs_review,
2757,G2757,κενοφωνία,kenophōnía,empty talk,:--vain.,2,vi,,lời hư không,needs_review,
2762,G2762,κεραία,keraía,tittle,:--tittle.,2,vi,,dấu phết,needs_review,
2765,G2765,κεράμιον,kerámion,pitcher,:--pitcher.,2,vi,,bình,needs_review,
2774,G2774,κεφάλαιον,kephálaion,sum,:--sum.,2,vi,,tổng số,needs_review,
2790,G2790,κιθαρῳδός,kitharōidós,harper,:--harper.,2,vi,,người đàn hạc,needs_review,
2800,G2800,κλάσις,klásis,breaking,:--breaking.,2,vi,,bẻ,needs_review,
2823,G2823,κλίβανος,klíbanos,oven,:--oven.,2,vi,,lò,needs_review,
2826,G2826,κλινίδιον,klinídion,bed,:--bed.,2,vi,,giường nhỏ,needs_review,
2829,G2829,κλοπή,klopḗ,theft,:--theft.,2,vi,,trộm cướp,needs_review,
2830,G2830,κλύδων,klýdōn,wave,":--raging, wave.",2,vi,,sóng,needs_review,
2835,G2835,κοδράντης,kodrántēs,farthing,:--farthing.,2,vi,,đồng tiền nhỏ,needs_review,
2851,G2851,κόλασις,kólasis,punishment,":--punishment, torment.",2,vi,,hình phạt,needs_review,
2874,G2874,κοπρία,kopría,dung,:--dung(-hill).,2,vi,,phân,needs_review,
2907,G2907,κρέας,kréas,flesh,:--flesh.,2,vi,,thịt,needs_review,
2918,G2918,κρίνον,krínon,lily,:--lily.,2,vi,,hoa huệ,needs_review,
2921,G2921,Κρίσπος,Kríspos,Crispus,:--Crispus.,2,vi,,Cơ-rít-bu,needs_review,
2930,G2930,κρύσταλλος,krýstallos,crystal,:--crystal.,2,vi,,băng,needs_review,
2942,G2942,κυβερνήτης,kybernḗtēs,master,:--(ship) master.,2,vi,,thuyền trưởng,needs_review,
2959,G2959,Κυρία,Kyría,lady,:--lady.,2,vi,,bà,needs_review,
2994,G2994,Λαοδικεύς,Laodikeús,Laodicean,:--Laodicean.,2,vi,,người Lao-đi-xê,needs_review,
3012,G3012,λέντιον,léntion,towel,:--towel.,2,vi,,khăn,needs_review,
3030,G3030,λίβανος,líbanos,frankincense,:--frankincense.,2,vi,,nhũ hương,needs_review,
3031,G3031,λιβανωτός,libanōtós,censer,:--censer.,2,vi,,lư hương,needs_review,
3043,G3043,λίνον,línon,linen,:--linen.,2,vi,,cây gai,needs_review,
3046,G3046,λίτρα,lítra,pound,:--pound.,2,vi,,cân,needs_review,
3048,G3048,λογία,logía,collection,":--collection,  gathering.",2,vi,,sự quyên góp,needs_review,
3053,G3053,λογισμός,logismós,imagination,":--imagination, thought.",2,vi,,tư tưởng,needs_review,
3066,G3066,Λούκιος,Loúkios,Lucius,:--Lucius.,2,vi,,Lu-cơ,needs_review,
3067,G3067,λουτρόν,loutrón,washing,:--washing.,2,vi,,sự rửa tội,needs_review,
3070,G3070,Λυδία,Lydía,Lydia,:--Lydia.,2,vi,,Ly-đi,needs_review,
3083,G3083,λύτρον,lýtron,ransom,:--ransom.,2,vi,,giá chuộc,needs_review,
3157,G3157,Ματθάν,Matthán,Matthan,:--Matthan.,2,vi,,Ma-tha,needs_review,
3158,G3158,Ματθάτ,Matthát,Mathat,:--Mathat.,2,vi,,Ma-thát,needs_review,
3159,G3159,Ματθίας,Matthías,Matthias,:--Matthias.,2,vi,,Ma-thi-ơ,needs_review,
3161,G3161,Ματταθίας,Mattathías,Mattathias,:--Mattathias.,2,vi,,Ma-thát,needs_review,
3180,G3180,μεθοδεία,methodeía,wile,":--wile, lie in wait.",2,vi,,mưu kế,needs_review,
3183,G3183,μέθυσος,méthysos,drunkard,:--drunkard.,2,vi,,kẻ say rượu,needs_review,
3197,G3197,Μελχί,Melchí,Melchi,:--Melchi.,2,vi,,Mên-chi,needs_review,
3311,G3311,μερισμός,merismós,division,":--dividing asunder, gift.",2,vi,,phân rẽ,needs_review,
3314,G3314,μεσημβρία,mesēmbría,noon,":--noon, south.",2,vi,,buổi trưa,needs_review,
3318,G3318,Μεσοποταμία,Mesopotamía,Mesopotamia,:--Mesopotamia.,2,vi,,Mê-sô-bô-ta-mi,needs_review,
3323,G3323,Μεσσίας,Messías,Messias,:--Messias.,2,vi,,Đấng Mê-si,needs_review,
3388,G3388,μήτρα,mḗtra,womb,:--womb.,2,vi,,dạ con,needs_review,
3413,G3413,Μιχαήλ,Michaḗl,Michael,:--Michael.,2,vi,,Mi-chen,needs_review,
3438,G3438,μονή,monḗ,abode,":--abode,  mansion.",2,vi,,chỗ ở,needs_review,
3446,G3446,μόρφωσις,mórphōsis,form,:--form.,2,vi,,hình thức,needs_review,
3465,G3465,Μυσία,Mysía,Mysia,:--Mysia.,2,vi,,Mysia,needs_review,
3487,G3487,νάρδος,nárdos,nard,:--(spike-)nard.,2,vi,,dầu cam tùng,needs_review,
3500,G3500,νέκρωσις,nékrōsis,deadness,":--deadness, dying.",2,vi,,sự chết,needs_review,
3531,G3531,Νικολαΐτης,Nikolaḯtēs,Nicolaitane,:--Nicolaitane.,2,vi,,Người Ni-cô-la,needs_review,
3533,G3533,Νικόπολις,Nikópolis,Nicopolis,:--Nicopolis.,2,vi,,Ni-cô-bô-li,needs_review,
3536,G3536,Νινευΐτης,Nineuḯtēs,of Nineve,":--of Nineve,  Ninevite.",2,vi,,dân thành Ni-ni-ve,needs_review,
3542,G3542,νομή,nomḗ,pasture,":--X  eat, pasture.",2,vi,,đồng cỏ,needs_review,
3578,G3578,ξενία,xenía,lodging,:--lodging.,2,vi,,chỗ trọ,needs_review,
3582,G3582,ξέστης,xéstēs,pot,:--pot.,2,vi,,cái chén,needs_review,
3597,G3597,ὁδοιπορία,hodoiporía,journey,:--journey(-ing).,2,vi,,cuộc hành trình,needs_review,
3601,G3601,ὀδύνη,odýnē,sorrow,:--sorrow.,2,vi,,đau buồn,needs_review,
3602,G3602,ὀδυρμός,odyrmós,mourning,:--mourning.,2,vi,,than khóc,needs_review,
3604,G3604,Ὀζίας,Ozías,Ozias,:--Ozias.,2,vi,,Ô-xia,needs_review,
3607,G3607,ὀθόνη,othónē,sheet,:--sheet.,2,vi,,tấm vải,needs_review,
3613,G3613,οἰκητήριον,oikētḗrion,habitation,":--habitation, house.",2,vi,,nhà ở,needs_review,
3615,G3615,οἰκιακός,oikiakós,they of household,:--they (them) of (his  own) household.,2,vi,,người nhà,needs_review,
3630,G3630,οἰνοπότης,oinopótēs,winebibber,:--winebibber.,2,vi,,kẻ ghiền rượu,needs_review,
3665,G3665,ὁμοιότης,homoiótēs,likeness,":--like as, similitude.",2,vi,,sự giống nhau,needs_review,
3683,G3683,Ὀνησίφορος,Onēsíphoros,Onespiphorus,:--Onespiphorus.,2,vi,,Ô-nê-si-phô-rơ,needs_review,
3692,G3692,ὀπή,opḗ,cave,":--cave, place.",2,vi,,hang,needs_review,
3712,G3712,ὀργυιά,orguiá,fathom,:--fathom.,2,vi,,sải,needs_review,
3730,G3730,ὁρμή,hormḗ,assault,:--assault.,2,vi,,sự xông vào,needs_review,
3733,G3733,ὄρνις,órnis,hen,:--hen.,2,vi,,gà mái,needs_review,
3742,G3742,ὁσιότης,hosiótēs,holiness,:--holiness.,2,vi,,sự thánh khiết,needs_review,
3776,G3776,οὐσία,ousía,goods,":--goods, substance.",2,vi,,của cải,needs_review,
3782,G3782,ὀφειλή,opheilḗ,debt,":--debt, due.",2,vi,,món nợ,needs_review,
3783,G3783,ὀφείλημα,opheílēma,debt,:--debt.,2,vi,,món nợ,needs_review,
3787,G3787,ὀφθαλμοδουλεία,ophthalmodouleía,eye-service,:--eye-service.,2,vi,,hầu việc trước mắt,needs_review,
3808,G3808,παιδάριον,paidárion,child,":--child, lad.",2,vi,,con trẻ,needs_review,
3810,G3810,παιδευτής,paideutḗs,which corrected,":--which corrected, instructor.",2,vi,,người sửa dạy,needs_review,
3824,G3824,παλιγγενεσία,palingenesía,regeneration,:--regeneration.,2,vi,,sự tái sinh,needs_review,
3872,G3872,παρακαταθήκη,parakatathḗkē,that which is committed to,:--that (thing) which is committed (un-)to  (trust).,2,vi,,vật đã giao phó,needs_review,
3894,G3894,παραπικρασμός,parapikrasmós,provocation,:--provocation.,2,vi,,sự nổi loạn,needs_review,
3940,G3940,παροικία,paroikía,sojourning,":--sojourning, X as strangers.",2,vi,,kiều ngụ,needs_review,
3948,G3948,παροξυσμός,paroxysmós,contention,":--contention, provoke unto.",2,vi,,sự tranh cạnh,needs_review,
3953,G3953,παροψίς,paropsís,platter,:--platter.,2,vi,,dĩa,needs_review,
3974,G3974,Πάφος,Páphos,Paphos,:--Paphos.,2,vi,,Ba-phô,needs_review,
3984,G3984,πεῖρα,peîra,assaying,":--assaying, trial.",2,vi,,thử nghiệm,needs_review,
3989,G3989,πέλαγος,pélagos,depth,":--depth, sea.",2,vi,,biển sâu,needs_review,
4010,G4010,Πέργαμος,Pérgamos,Pergamos,:--Pergamos.,2,vi,,Bẹt-găm,needs_review,
4018,G4018,περιβόλαιον,peribólaion,covering,":--covering, vesture.",2,vi,,áo choàng,needs_review,
4030,G4030,περικεφαλαία,perikephalaía,helmet,:--helmet.,2,vi,,mão trụ,needs_review,
4079,G4079,πηδάλιον,pēdálion,rudder,:--rudder.,2,vi,,bánh lái,needs_review,
4099,G4099,Πισιδία,Pisidía,Pisidia,:--Pisidia.,2,vi,,Phi-si-đi,needs_review,
4131,G4131,πλήκτης,plḗktēs,striker,:--striker.,2,vi,,kẻ hay đánh,needs_review,
4157,G4157,πνοή,pnoḗ,breath,":--breath, wind.",2,vi,,hơi thở,needs_review,
4161,G4161,ποίημα,poíēma,thing that is made,":--thing  that is made, workmanship.",2,vi,,vật được dựng nên,needs_review,
4173,G4173,πολιτάρχης,politárchēs,ruler of the city,:--ruler of the  city.,2,vi,,quan cai trị thành,needs_review,
4174,G4174,πολιτεία,politeía,commonwealth,":--commonwealth, freedom.",2,vi,,nền cộng hòa,needs_review,
4188,G4188,πόμα,póma,drink,:--drink.,2,vi,,đồ uống,needs_review,
4195,G4195,Πόντος,Póntos,Pontus,:--Pontus.,2,vi,,Pontơ,needs_review,
4196,G4196,Πόπλιος,Póplios,Publius,:--Publius.,2,vi,,Púp-liu,needs_review,
4197,G4197,πορεία,poreía,journey,":--journey(-ing), ways.",2,vi,,cuộc hành trình,needs_review,
4200,G4200,πορισμός,porismós,gain,:--gain.,2,vi,,lợi,needs_review,
4233,G4233,πράκτωρ,práktōr,officer,:--officer.,2,vi,,quan chức,needs_review,
4237,G4237,πρασιά,prasiá,in ranks,:--in ranks.,2,vi,,hàng,needs_review,
4242,G4242,πρεσβεία,presbeía,ambassage,":--ambassage, message.",2,vi,,sứ mạng,needs_review,
4268,G4268,πρόγνωσις,prógnōsis,foreknowledge,:--foreknowledge.,2,vi,,sự biết trước,needs_review,
4269,G4269,πρόγονος,prógonos,forefather,":--forefather, parent.",2,vi,,tổ phụ,needs_review,
4307,G4307,πρόνοια,prónoia,providence,":--providence,  provision.",2,vi,,sự quan phòng,needs_review,
4329,G4329,προσδοκία,prosdokía,expectation,":--expectation, looking after.",2,vi,,sự trông đợi,needs_review,
4398,G4398,προφῆτις,prophētis,prophetess,:--prophetess.,2,vi,,nữ tiên tri,needs_review,
4408,G4408,πρῶρα,prōra,forepart,:--forepart(-ship).,2,vi,,mũi tàu,needs_review,
4419,G4419,πτερύγιον,pterýgion,pinnacle,:--pinnacle.,2,vi,,nóc,needs_review,
4425,G4425,πτύον,ptýon,fan,:--fan.,2,vi,,cái quạt,needs_review,
4431,G4431,πτῶσις,ptōsis,fall,:--fall.,2,vi,,sự sa ngã,needs_review,
4443,G4443,πυρά,pyrá,fire,:--fire.,2,vi,,lửa,needs_review,
4460,G4460,Ῥαάβ,Rhaáb,Rahab,:--Rahab.,2,vi,,Ra-háp,needs_review,
4465,G4465,ῥαβδοῦχος,rhabdoûchos,serjeant,:--serjeant.,2,vi,,thừa sai,needs_review,
4470,G4470,ῥάκος,rhákos,cloth,:--cloth.,2,vi,,mảnh vải,needs_review,
4473,G4473,ῥαντισμός,rhantismós,sprinkling,:--sprinkling.,2,vi,,sự rảy,needs_review,
4497,G4497,Ῥοβοάμ,Rhoboám,Roboam,:--Roboam.,2,vi,,Rô-bô-am,needs_review,
4504,G4504,Ῥοῦφος,Rhoûphos,Rufus,:--Rufus.,2,vi,,Ru-phu,needs_review,
4524,G4524,Σαδώκ,Sadṓk,Sadoc,:--Sadoc.,2,vi,,Xa-đốc,needs_review,
4532,G4532,Σαλήμ,Salḗm,Salem,:--Salem.,2,vi,,Sa-lem,needs_review,
4539,G4539,Σαλώμη,Salṓmē,Salome,:--Salome.,2,vi,,Sa-lô-mê,needs_review,
4542,G4542,Σαμαρεῖτις,Samareîtis,of Samaria,:--of Samaria.,2,vi,,người Sa-ma-ri,needs_review,
4547,G4547,σανδάλιον,sandálion,sandal,:--sandal.,2,vi,,dép,needs_review,
4568,G4568,σάτον,sáton,measure,:--measure.,2,vi,,đấu,needs_review,
4574,G4574,σέβασμα,sébasma,devotion,":--devotion, that is worshipped.",2,vi,,đối tượng thờ phượng,needs_review,
4600,G4600,σιαγών,siagṓn,cheek,:--cheek.,2,vi,,má,needs_review,
4602,G4602,σιγή,sigḗ,silence,:--silence.,2,vi,,im lặng,needs_review,
4636,G4636,σκῆνος,skēnos,tabernacle,:--tabernacle.,2,vi,,đền tạm,needs_review,
4666,G4666,σμύρνα,smýrna,myrrh,:--myrrh.,2,vi,,nhựa thơm một dược,needs_review,
4681,G4681,Σπανία,Spanía,Spain,:--Spain.,2,vi,,Tây-ban-nha,needs_review,
4696,G4696,σπίλος,spílos,spot,:--spot.,2,vi,,vết,needs_review,
4726,G4726,στεναγμός,stenagmós,groaning,:--groaning.,2,vi,,sự rên rỉ,needs_review,
4752,G4752,στρατεία,strateía,warfare,:--warfare.,2,vi,,chiến trận,needs_review,
4756,G4756,στρατιά,stratiá,host,:--host.,2,vi,,đạo binh,needs_review,
4849,G4849,συμπόσιον,sympósion,company,:--company.,2,vi,,đoàn,needs_review,
4898,G4898,συνέκδημος,synékdēmos,companion in travel,":--companion in travel, travel with.",2,vi,,bạn đồng hành,needs_review,
4914,G4914,συνήθεια,synḗtheia,custom,:--custom.,2,vi,,thói quen,needs_review,
4928,G4928,συνοχή,synochḗ,anguish,":--anguish, distress.",2,vi,,sự thống khổ,needs_review,
4961,G4961,συστρατιώτης,systratiṓtēs,fellowsoldier,:--fellowsoldier.,2,vi,,bạn chiến hữu,needs_review,
4963,G4963,συστροφή,systrophḗ,conspiracy,":--+ band together, concourse.",2,vi,,âm mưu,needs_review,
4976,G4976,σχῆμα,schēma,fashion,:--fashion.,2,vi,,hình dạng,needs_review,
4979,G4979,σχοινίον,schoiníon,small cord,":--small  cord, rope.",2,vi,,dây nhỏ,needs_review,
4988,G4988,Σωσθένης,Sōsthénēs,Sosthenes,:--Sosthenes.,2,vi,,Sô-then,needs_review,
5000,G5000,Ταβιθά,Tabithá,Tabitha,:--Tabitha.,2,vi,,Ta-bi-tha,needs_review,
5004,G5004,ταλαιπωρία,talaipōría,misery,:--misery.,2,vi,,khốn khổ,needs_review,
5016,G5016,ταραχή,tarachḗ,trouble,:--trouble(-ing).,2,vi,,sự rối loạn,needs_review,
5017,G5017,τάραχος,tárachos,stir,:--stir.,2,vi,,sự xao động,needs_review,
5018,G5018,Ταρσεύς,Tarseús,of Tarsus,:--of Tarsus.,2,vi,,người Tạt-sơ,needs_review,
5045,G5045,τέκτων,téktōn,carpenter,:--carpenter.,2,vi,,thợ mộc,needs_review,
5047,G5047,τελειότης,teleiótēs,perfection,:--perfection(-ness).,2,vi,,sự trọn vẹn,needs_review,
5050,G5050,τελείωσις,teleíōsis,perfection,":--perfection, performance.",2,vi,,sự trọn vẹn,needs_review,
5061,G5061,Τέρτυλλος,Tértyllos,Tertullus,:--Tertullus.,2,vi,,Tẹt-tu-lơ,needs_review,
5102,G5102,τίτλος,títlos,title,:--title.,2,vi,,tít,needs_review,
5110,G5110,τόκος,tókos,usury,:--usury.,2,vi,,lợi tức,needs_review,
5146,G5146,τρίβολος,tríbolos,brier,":--brier, thistle.",2,vi,,cây gai,needs_review,
5165,G5165,τρύβλιον,trýblion,dish,:--dish.,2,vi,,dĩa,needs_review,
5168,G5168,τρυμαλιά,trymaliá,eye,:--eye.,2,vi,,lỗ,needs_review,
5172,G5172,τρυφή,tryphḗ,delicately,":--delicately, riot.",2,vi,,sự xa xỉ,needs_review,
5194,G5194,ὕαλος,hýalos,glass,:--glass.,2,vi,,thủy tinh,needs_review,
